area_code	bank_no	branch_bank_name	branch_bank_no	clear_no
7010	102	中国工商银行股份有限公司贵阳鸿通城支行	102701005285	102100099996
7010	102	中国工商银行股份有限公司清镇百花大道支行	102701005523	102100099996
7010	102	中国工商银行股份有限公司开阳西门支行	102701005531	102100099996
7010	102	中国工商银行股份有限公司贵阳世纪金源支行	102701005540	102100099996
7010	102	中国工商银行股份有限公司贵阳贵大新校区支行	102701005566	102100099996
7130	102	中国工商银行股份有限公司营盘支行	102713000651	102100099996
7130	102	中国工商银行贵州省凯里分行	102713005004	102100099996
7130	102	中国工商银行股份有限公司凯里新城西路支行	102713005045	102100099996
5810	102	中国工商银行股份有限公司广州增城石滩支行	102581005794	102100099996
5810	102	中国工商银行股份有限公司广州十三行路支行	102581005892	102100099996
5810	102	中国工商银行股份有限公司广东省分行营业部	102581006004	102100099996
5810	102	中国工商银行股份有限公司广州大石支行	102581015569	102100099996
5810	102	中国工商银行股份有限公司广州嘉禾支行	102581051046	102100099996
5810	102	中国工商银行广东省分行清算中心（不办理对外业务）	102581099996	102100099996
5820	102	中国工商银行股份有限公司韶关分行业务处理中心	102582002184	102100099996
5820	102	中国工商银行股份有限公司韶关南门支行	102582002192	102100099996
5820	102	中国工商银行股份有限公司韶关西河支行	102582002213	102100099996
5820	102	中国工商银行股份有限公司韶关风采支行	102582002221	102100099996
5820	102	中国工商银行股份有限公司韶关东堤支行	102582002230	102100099996
5820	102	中国工商银行股份有限公司韶关北郊支行	102582002248	102100099996
5820	102	中国工商银行股份有限公司韶关松山支行	102582002264	102100099996
5820	102	中国工商银行股份有限公司韶关分行营业部	102582002289	102100099996
5820	102	中国工商银行股份有限公司韶关大宝山支行	102582002297	102100099996
5820	102	中国工商银行股份有限公司韶关韶大支行	102582002301	102100099996
5820	102	中国工商银行股份有限公司韶关碧桂园支行	102582002310	102100099996
5820	102	中国工商银行股份有限公司韶关财中支行	102582002385	102100099996
5820	102	中国工商银行股份有限公司韶关金沙支行	102582002393	102100099996
5820	102	中国工商银行股份有限公司韶关曲江支行	102582006217	102100099996
5820	102	中国工商银行股份有限公司韶关马坝支行	102582006225	102100099996
5820	102	中国工商银行股份有限公司韶关中山支行	102582020112	102100099996
5820	102	中国工商银行股份有限公司韶关西苑支行	102582020129	102100099996
5820	102	中国工商银行股份有限公司韶关新华支行	102582020188	102100099996
5820	102	中国工商银行股份有限公司韶关向阳支行	102582020223	102100099996
5820	102	中国工商银行股份有限公司韶关鞍山支行	102582060753	102100099996
5822	102	中国工商银行股份有限公司始兴支行	102582204219	102100099996
5823	102	中国工商银行股份有限公司南雄支行	102582303215	102100099996
5824	102	中国工商银行股份有限公司仁化支行	102582401211	102100099996
5825	102	中国工商银行股份有限公司乐昌支行	102582508218	102100099996
5825	102	中国工商银行股份有限公司乐昌坪石支行	102582508226	102100099996
5826	102	中国工商银行股份有限公司翁源支行	102582605218	102100099996
5827	102	中国工商银行股份有限公司乳源支行	102582709212	102100099996
5828	102	中国工商银行股份有限公司新丰支行	102582807218	102100099996
5840	102	中国工商银行深圳市分行	102584000002	102100099996
5840	102	中国工商银行深圳市竹子林支行	102584001030	102100099996
3781	102	中国工商银行股份有限公司巢湖居巢支行	102378106883	102100099996
3781	102	中国工商银行股份有限公司安徽省江北集中区支行	102378107407	102100099996
3781	102	中国工商银行股份有限公司巢湖东风路支行	102378122205	102100099996
3781	102	中国工商银行股份有限公司巢湖金巢分理处	102378122272	102100099996
3781	102	中国工商银行股份有限公司巢湖汇豪支行	102378137211	102100099996
3782	102	中国工商银行股份有限公司庐江四牌楼分理处	102378200023	102100099996
3782	102	中国工商银行巢湖市庐江县支行	102378207105	102100099996
3783	102	中国工商银行股份有限公司无为襄安分理处	102378300024	102100099996
3783	102	中国工商银行股份有限公司无为凤河路分理处	102378300049	102100099996
3783	102	中国工商银行股份有限公司无为高沟支行	102378300081	102100099996
3783	102	中国工商银行巢湖市无为县支行	102378307000	102100099996
3784	102	中国工商银行巢湖市含山县支行	102378407303	102100099996
3785	102	中国工商银行巢湖市和县支行	102378507204	102100099996
3790	102	中国工商银行股份有限公司池州分行业务处理中心	102379000015	102100099996
3765	102	中国工商银行股份有限公司舒城大桥支行	102376500022	102100099996
3790	102	中国工商银行股份有限公司池州贵池支行	102379000023	102100099996
3790	102	中国工商银行股份有限公司池州城建支行	102379000031	102100099996
3790	102	中国工商银行股份有限公司九华山支行	102379000040	102100099996
3020	102	中国工商银行股份有限公司无锡阳光花园支行	102302003526	102100099996
3020	102	中国工商银行股份有限公司无锡阳山支行	102302004633	102100099996
3020	102	中国工商银行股份有限公司无锡鸿山支行	102302004668	102100099996
3020	102	中国工商银行股份有限公司无锡百联支行	102302004676	102100099996
3020	102	中国工商银行股份有限公司无锡羊尖支行	102302004692	102100099996
3020	102	中国工商银行股份有限公司无锡观山路支行	102302005040	102100099996
3752	102	中国工商银行天长三圣分理处	102375220206	102100099996
3752	102	中国工商银行股份有限公司天长南湖支行	102375220222	102100099996
3753	102	中国工商银行股份有限公司来安汊河支行	102375302156	102100099996
3753	102	中国工商银行股份有限公司来安支行	102375306000	102100099996
3122	102	中国工商银行股份有限公司宝应宝胜桥支行	102312220042	102100099996
3122	102	中国工商银行股份有限公司宝应城北支行	102312220067	102100099996
3122	102	中国工商银行股份有限公司宝应城郊支行	102312220075	102100099996
3123	102	中国工商银行靖江市支行	102312312011	102100099996
3123	102	中国工商银行靖江城南支行	102312312020	102100099996
3123	102	中国工商银行股份有限公司靖江城北支行	102312312038	102100099996
3140	102	中国工商银行镇江市中山支行	102314008007	102100099996
3140	102	中国工商银行股份有限公司镇江丹徒支行	102314008023	102100099996
3140	102	中国工商银行股份有限公司镇江南徐支行	102314008031	102100099996
3140	102	中国工商银行股份有限公司镇江江苏大学支行	102314008058	102100099996
3140	102	中国工商银行股份有限公司镇江高资支行	102314008517	102100099996
3140	102	中国工商银行股份制有限公司镇江东门支行	102314008816	102100099996
3140	102	中国工商银行股份有限公司镇江五条街支行	102314008849	102100099996
3140	102	中国工商银行股份有限公司镇江京口支行	102314008857	102100099996
3140	102	中国工商银行股份有限公司镇江花山湾支行	102314008873	102100099996
3140	102	中国工商银行股份有限公司镇江象山支行	102314008881	102100099996
3140	102	中国工商银行股份有限公司镇江北门支行	102314008890	102100099996
3140	102	中国工商银行股份有限公司镇江朱方支行	102314009000	102100099996
3140	102	中国工商银行股份有限公司镇江丁卯桥支行	102314009026	102100099996
3140	102	中国工商银行股份有限公司镇江桃花坞支行	102314009059	102100099996
3140	102	中国工商银行股份有限公司镇江怡海家园分理处	102314009911	102100099996
3141	102	中国工商银行股份有限公司丹阳支行	102314102105	102100099996
3141	102	中国工商银行股份有限公司丹阳商业广场分理处	102314102156	102100099996
3141	102	中国工商银行股份有限公司丹阳和平桥支行	102314102201	102100099996
3141	102	中国工商银行股份有限公司丹阳小东门桥支行	102314102210	102100099996
3141	102	中国工商银行股份有限公司丹阳眼镜城支行	102314102404	102100099996
3141	102	中国工商银行股份有限公司丹阳新城支行	102314102412	102100099996
3141	102	中国工商银行股份有限公司丹阳后巷支行	102314102507	102100099996
3141	102	中国工商银行股份有限公司丹阳城东支行	102314102558	102100099996
3141	102	中国工商银行股份有限公司丹阳开发区支行	102314102574	102100099996
3141	102	中国工商银行股份有限公司丹阳新桥支行	102314102582	102100099996
3141	102	中国工商银行股份有限公司丹阳界牌支行	102314102599	102100099996
3141	102	中国工商银行股份有限公司丹阳西门支行	102314102603	102100099996
3141	102	中国工商银行股份有限公司丹阳皇塘支行	102314102611	102100099996
3142	102	工商银行句容城中支行	102314203002	102100099996
3142	102	中国工商银行股份有限公司句容支行	102314203035	102100099996
3142	102	中国工商银行股份有限公司句容北门分理处	102314203043	102100099996
3142	102	中国工商银行股份有限公司句容车站支行	102314203060	102100099996
3142	102	中国工商银行股份有限公司句容河滨支行	102314203094	102100099996
3142	102	中国工商银行股份有限公司句容下蜀支行	102314203109	102100099996
3432	102	中国工商银行青田温溪支行	102343222314	102100099996
3432	102	中国工商银行股份有限公司青田上店街支行	102343222322	102100099996
3432	102	中国工商银行青田县支行龙津路分理处	102343222339	102100099996
3432	102	中国工商银行股份有限公司青田塔山支行	102343222347	102100099996
3432	102	中国工商银行股份有限公司青田江南支行	102343222355	102100099996
3432	102	中国工商银行股份有限公司青田侨乡支行	102343222363	102100099996
3432	102	中国工商银行股份有限公司青田龙东支行	102343222371	102100099996
3433	102	中国工商银行云和县支行	102343323101	102100099996
3434	102	中国工商银行股份有限公司庆元支行	102343424108	102100099996
3435	102	中国工商银行缙云县支行	102343528100	102100099996
3435	102	中国工商银行缙云壶镇支行	102343528118	102100099996
3435	102	中国工商银行股份有限公司缙云仙都支行	102343528159	102100099996
3436	102	中国工商银行遂昌县支行	102343626105	102100099996
3437	102	中国工商银行松阳支行	102343727101	102100099996
3438	102	中国工商银行景宁支行	102343829106	102100099996
3439	102	中国工商银行龙泉市支行	102343925103	102100099996
3450	102	中国工商银行台州市椒江区支行	102345001114	102100099996
3450	102	中国工商银行股份有限公司台州经济开发区支行	102345001122	102100099996
3450	102	中国工商银行台州市分行牡丹卡中心	102345001139	102100099996
3052	102	中国工商银行昆山东城支行	102305223263	102100099996
3052	102	中国工商银行昆山淀山湖支行	102305223271	102100099996
3052	102	中国工商银行昆山巴城支行	102305223280	102100099996
3054	102	中国工商银行股份有限公司吴江分行	102305402201	102100099996
3054	102	中国工商银行吴江盛泽支行	102305402210	102100099996
3054	102	中国工商银行吴江市震泽分理处	102305402228	102100099996
3054	102	中国工商银行吴江市同里分理处	102305402236	102100099996
3054	102	中国工商银行吴江市黎里分理处	102305402244	102100099996
4210	102	中国工商银行股份有限公司南昌青山湖支行	102421000155	102100099996
4210	102	中国工商银行股份有限公司南昌南钢支行	102421000163	102100099996
4210	102	中国工商银行股份有限公司南昌昌北支行	102421000171	102100099996
4210	102	中国工商银行股份有限公司南昌苏圃路支行	102421000180	102100099996
4210	102	中国工商银行股份有限公司南昌支行	102421000198	102100099996
4210	102	中国工商银行股份有限公司南昌向塘支行	102421000202	102100099996
4210	102	中国工商银行股份有限公司新建支行	102421000219	102100099996
4210	102	中国工商银行股份有限公司进贤支行	102421000227	102100099996
4210	102	中国工商银行股份有限公司安义支行	102421000235	102100099996
4210	102	中国工商银行股份有限公司南昌桃苑支行	102421000251	102100099996
4210	102	中国工商银行股份有限公司南昌厚福支行	102421000260	102100099996
4210	102	中国工商银行股份有限公司南昌洪城支行	102421000286	102100099996
4210	102	中国工商银行股份有限公司南昌绳金塔支行	102421000294	102100099996
4210	102	中国工商银行股份有限公司南昌湾里支行	102421000341	102100099996
4210	102	中国工商银行股份有限公司南昌永外支行	102421000376	102100099996
4210	102	中国工商银行股份有限公司南昌叠山路支行	102421000384	102100099996
4210	102	中国工商银行股份有限公司南昌青山路支行	102421000392	102100099996
4210	102	中国工商银行股份有限公司南昌塘山支行	102421000405	102100099996
4210	102	中国工商银行股份有限公司南昌南京西路支行	102421000413	102100099996
4210	102	中国工商银行股份有限公司南昌豫章支行	102421000421	102100099996
4210	102	中国工商银行股份有限公司南昌站前路支行建设西路分理处	102421000430	102100099996
4210	102	中国工商银行股份有限公司南昌广兰大道支行	102421000448	102100099996
4210	102	中国工商银行股份有限公司南昌福州路支行	102421000501	102100099996
4210	102	中国工商银行股份有限公司南昌师大支行	102421000528	102100099996
4210	102	中国工商银行股份有限公司南昌省府二大院支行	102421000536	102100099996
4210	102	中国工商银行股份有限公司南昌丁公路支行	102421000569	102100099996
4210	102	中国工商银行股份有限公司南昌高新支行京东分理处	102421000608	102100099996
4210	102	中国工商银行股份有限公司南昌洗马池支行	102421000616	102100099996
4210	102	中国工商银行股份有限公司南昌金润支行	102421000673	102100099996
4210	102	中国工商银行股份有限公司南昌小蓝经开区支行	102421000681	102100099996
4210	102	中国工商银行股份有限公司南昌天佑支行	102421000712	102100099996
4210	102	中国工商银行股份有限公司南昌铁路八村支行	102421000737	102100099996
4210	102	中国工商银行股份有限公司南昌井冈山大道支行	102421000761	102100099996
4210	102	中国工商银行股份有限公司南昌解放路支行	102421000770	102100099996
4210	102	中国工商银行股份有限公司南昌江铃支行	102421000796	102100099996
4210	102	中国工商银行股份有限公司南昌青云谱支行	102421000807	102100099996
4210	102	中国工商银行股份有限公司南昌徐家坊支行	102421000866	102100099996
4210	102	中国工商银行股份有限公司南昌上海路支行	102421000938	102100099996
4210	102	中国工商银行股份有限公司南昌南京东路支行	102421000962	102100099996
3910	102	中国工商银行福州锦秀支行	102391052351	102100099996
3910	102	中国工商银行福州大学城支行	102391052360	102100099996
3910	102	中国工商银行福州鼓楼支行方圆分理处	102391052378	102100099996
3910	102	中国工商银行股份有限公司福州连江路支行	102391052386	102100099996
3910	102	中国工商银行福州屏山支行	102391052394	102100099996
3910	102	中国工商银行福州铜盘支行	102391052409	102100099996
3910	102	中国工商银行股份有限公司福州闽潇支行	102391052425	102100099996
3910	102	中国工商银行股份有限公司福州主题公园支行	102391052433	102100099996
3910	102	中国工商银行股份有限公司福州大儒世家支行	102391052441	102100099996
3910	102	中国工商银行福州钱塘支行	102391052450	102100099996
3910	102	中国工商银行股份有限公司福州杨桥支行	102391052468	102100099996
3910	102	中国工商银行福州东街口支行	102391052492	102100099996
3910	102	中国工商银行股份有限公司福州公园道支行	102391052505	102100099996
3910	102	中国工商银行福州湖光支行	102391052530	102100099996
3910	102	中国工商银行福州西城支行	102391052548	102100099996
3910	102	中国工商银行股份有限公司福州湖东支行	102391052556	102100099996
3910	102	中国工商银行福州三叉街支行	102391052589	102100099996
3910	102	中国工商银行福州下渡支行	102391052597	102100099996
3910	102	中国工商银行股份有限公司福州上江城支行	102391052601	102100099996
3910	102	中国工商银行福州金洲支行	102391052628	102100099996
3910	102	中国工商银行福州城门支行	102391052636	102100099996
3030	102	中国工商银行徐州绿地世纪城支行	102303003389	102100099996
3030	102	中国工商银行股份有限公司徐州金庭支行	102303003397	102100099996
3030	102	中国工商银行股份有限公司徐州金阳支行	102303003401	102100099996
3030	102	中国工商银行徐州滨湖花园支行	102303003410	102100099996
3030	102	中国工商银行股份有限公司徐州民乐支行	102303003436	102100099996
3030	102	工行江苏省徐州世纪路支行	102303003444	102100099996
3030	102	中国工商银行股份有限公司徐州科技园支行	102303003452	102100099996
3790	102	中国工商银行股份有限公司池州百荷支行	102379000179	102100099996
3790	102	中国工商银行股份有限公司池州池阳支行	102379000187	102100099996
3792	102	中国工商银行股份有限公司东至支行	102379200017	102100099996
3792	102	中国工商银行股份有限公司东至东流支行	102379200025	102100099996
3792	102	中国工商银行股份有限公司池州大渡口支行	102379200033	102100099996
3793	102	中国工商银行股份有限公司石台支行	102379300018	102100099996
3794	102	中国工商银行股份有限公司青阳支行	102379400010	102100099996
3794	102	中国工商银行股份有限公司青阳蓉城分理处	102379400028	102100099996
3910	102	中国工商银行股份有限公司福建省分行(不对外办理业务）	102391050013	102100099996
3910	102	中国工商银行福建省福州市五一支行	102391051016	102100099996
3910	102	中国工商银行福建省福州市闽都支行	102391051024	102100099996
3910	102	中国工商银行福建省福州市台江支行	102391051032	102100099996
2035	102	中国工商银行股份有限公司卓资人民路支行	102203518441	102100099996
2037	102	中国工商银行股份有限公司乌兰察布商都支行	102203718112	102100099996
2038	102	中国工商银行乌兰察布兴和支行	102203818661	102100099996
2039	102	中国工商银行丰镇支行	102203907092	102100099996
2039	102	中国工商银行股份有限公司丰镇城隍庙支行	102203918322	102100099996
2039	102	中国工商银行股份有限公司丰镇化肥路支行	102203918371	102100099996
2041	102	中国工商银行凉城岱海电厂支行	102204103139	102100099996
1610	102	中国工商银行股份有限公司太原并州北路支行	102161000759	102100099996
1610	102	中国工商银行股份有限公司太原双塔北路支行	102161000806	102100099996
1610	102	中国工商银行股份有限公司太原丽华西路支行	102161000847	102100099996
1610	102	中国工商银行股份有限公司太原茂盛支行	102161000919	102100099996
1610	102	中国工商银行股份有限公司太原千峰北路支行	102161000927	102100099996
1610	102	中国工商银行股份有限公司太原千峰南路支行	102161000935	102100099996
1610	102	中国工商银行股份有限公司太原和平北路支行	102161000960	102100099996
1610	102	中国工商银行股份有限公司太原迎泽西大街支行	102161000986	102100099996
1610	102	中国工商银行股份有限公司太原西岸支行	102161001001	102100099996
1610	102	中国工商银行股份有限公司太原长风街支行	102161001069	102100099996
1610	102	中国工商银行股份有限公司太原焦煤支行	102161001085	102100099996
1610	102	中国工商银行股份有限公司太原二营盘支行	102161001149	102100099996
1610	102	中国工商银行股份有限公司太原双塔西街支行	102161001181	102100099996
1610	102	中国工商银行股份有限公司太原坞城南路支行	102161001261	102100099996
1610	102	中国工商银行股份有限公司太原晋源北街支行	102161001340	102100099996
1610	102	中国工商银行股份有限公司太原许坦西街支行	102161001438	102100099996
1610	102	中国工商银行股份有限公司太原长治路支行	102161001446	102100099996
1620	102	中国工商银行股份有限公司大同城建支行	102162000256	102100099996
1620	102	中国工商银行股份有限公司大同广场支行	102162000264	102100099996
1620	102	中国工商银行股份有限公司大同御河南路支行	102162000272	102100099996
1620	102	中国工商银行股份有限公司大同南郊支行	102162000289	102100099996
1620	102	中国工商银行股份有限公司大同城区支行	102162000297	102100099996
1620	102	中国工商银行股份有限公司大同分行	102162000674	102100099996
1620	102	中国工商银行股份有限公司大同御锦源支行	102162000682	102100099996
1620	102	中国工商银行股份有限公司大同矿务局支行	102162000746	102100099996
1620	102	中国工商银行股份有限公司大同车站支行	102162000826	102100099996
1620	102	中国工商银行股份有限公司大同新建路支行	102162000842	102100099996
1620	102	中国工商银行股份有限公司大同西花园支行	102162000859	102100099996
1620	102	中国工商银行股份有限公司大同大庆路支行	102162000867	102100099996
1620	102	中国工商银行股份有限公司大同同泉路支行	102162000875	102100099996
1620	102	中国工商银行股份有限公司大同御河北路支行	102162004532	102100099996
1620	102	中国工商银行股份有限公司大同振华支行	102162004557	102100099996
1620	102	中国工商银行股份有限公司大同迎泽街支行	102162004573	102100099996
1620	102	中国工商银行股份有限公司大同魏都支行	102162004670	102100099996
1620	102	中国工商银行股份有限公司大同牡丹支行	102162004688	102100099996
1620	102	中国工商银行股份有限公司大同向阳街支行	102162004696	102100099996
1620	102	中国工商银行股份有限公司大同云中路支行	102162004967	102100099996
1630	102	工行阳泉天桥支行	102163000422	102100099996
1630	102	工行阳泉南大街支行	102163000447	102100099996
1630	102	中国工商银行股份有限公司阳泉分行	102163000463	102100099996
3740	102	中国工商银行股份有限公司宿州分行	102374000016	102100099996
3740	102	中国工商银行股份有限公司宿州汴河支行	102374000024	102100099996
3740	102	中国工商银行股份有限公司宿州汇通支行	102374000032	102100099996
3740	102	中国工商银行股份有限公司宿州牡丹支行	102374000049	102100099996
3740	102	中国工商银行股份有限公司宿州中山支行	102374000057	102100099996
3740	102	中国工商银行股份有限公司宿州墉桥支行	102374000104	102100099996
3740	102	中国工商银行股份有限公司宿州城建支行	102374000112	102100099996
3740	102	中国工商银行股份有限公司宿州站下支行	102374000129	102100099996
3740	102	中国工商银行股份有限公司宿州符离支行	102374000137	102100099996
3740	102	中国工商银行股份有限公司宿州淮海分理处	102374000145	102100099996
3740	102	中国工商银行股份有限公司宿州皖北矿区支行	102374000188	102100099996
3740	102	中国工商银行股份有限公司宿州芦岭支行	102374000196	102100099996
3740	102	中国工商银行股份有限公司宿州桃园支行	102374000207	102100099996
3740	102	中国工商银行股份有限公司宿州朱仙庄支行	102374000215	102100099996
3740	102	中国工商银行股份有限公司宿州宿东支行	102374000223	102100099996
3740	102	中国工商银行股份有限公司宿州老槐树分理处	102374000395	102100099996
3740	102	中国工商银行股份有限公司宿州政务区支行	102374002022	102100099996
3740	102	中国工商银行股份有限公司宿州开发区支行	102374002063	102100099996
3742	102	中国工商银行股份有限公司砀山支行	102374200294	102100099996
3743	102	中国工商银行股份有限公司萧县支行	102374300237	102100099996
3745	102	中国工商银行股份有限公司灵璧支行	102374500335	102100099996
3745	102	中国工商银行股份有限公司灵璧凤仪支行	102374500343	102100099996
3746	102	中国工商银行股份有限公司泗县支行	102374600375	102100099996
3746	102	中国工商银行股份有限公司泗县虹都支行	102374602075	102100099996
3750	102	中国工商银行股份有限公司滁州琅琊支行	102375000114	102100099996
3750	102	中国工商银行滁州市东南支行	102375000227	102100099996
3750	102	中国工商银行滁州车站路分理处	102375000235	102100099996
3750	102	中国工商银行滁州市汇通支行	102375000260	102100099996
3750	102	中国工商银行股份有限公司滁州中都支行	102375002056	102100099996
3750	102	中国工商银行股份有限公司滁州丰乐支行	102375002144	102100099996
3750	102	中国工商银行股份有限公司滁州会峰阁分理处	102375002208	102100099996
3010	102	中国工商银行股份有限公司南京饮虹园支行	102301001463	102100099996
3010	102	中国工商银行股份有限公司南京美食街支行	102301001498	102100099996
3010	102	中国工商银行股份有限公司南京应天大街支行	102301001535	102100099996
3010	102	中国工商银行股份有限公司南京火车南站支行	102301001633	102100099996
3010	102	中国工商银行南京市新百分理处	102301001676	102100099996
3010	102	中国工商银行股份有限公司高淳宝塔路支行	102301001721	102100099996
3010	102	中国工商银行股份有限公司溧水交通路支行	102301001756	102100099996
5840	102	中国工商银行深圳市上步支行	102584002016	102100099996
7380	102	中国工商银行云南楚雄分行西城支行	102738002727	102100099996
7380	102	中国工商银行云南楚雄分行气象路分理处	102738002735	102100099996
7380	102	中国工商银行云南楚雄分行东路支行	102738002956	102100099996
7380	102	中国工商银行云南楚雄分行鹿城支行	102738003203	102100099996
7380	102	中国工商银行云南楚雄分行北浦路支行	102738003220	102100099996
7380	102	中国工商银行云南楚雄分行牡丹支行	102738003246	102100099996
7380	102	中国工商银行云南楚雄分行经济技术开发区支行	102738003262	102100099996
7380	102	中国工商银行云南楚雄分行北门街支行	102738010010	102100099996
7380	102	中国工商银行云南楚雄分行北路支行	102738010052	102100099996
7380	102	中国工商银行云南楚雄分行南路支行	102738010077	102100099996
7380	102	中国工商银行云南楚雄分行会计业务处理中心	102738016016	102100099996
7380	102	中国工商银行云南楚雄分行府后街支行	102738016024	102100099996
7391	102	中国工商银行云南楚雄分行禄丰县支行西郊分理处	102739100050	102100099996
7391	102	中国工商银行云南楚雄分行禄丰县支行	102739116095	102100099996
7410	102	中国工商银行云南玉溪分行玉江支行	102741002628	102100099996
7410	102	中国工商银行云南玉溪分行东风支行	102741002636	102100099996
5860	102	中国工商银行股份有限公司汕头高新技术开发区支行	102586002212	102100099996
5860	102	中国工商银行股份有限公司汕头长江支行	102586002229	102100099996
5860	102	中国工商银行股份有限公司汕头韩江支行	102586002382	102100099996
5860	102	中国工商银行股份有限公司汕头长平支行	102586002399	102100099996
5860	102	中国工商银行股份有限公司汕头嵩山支行	102586002420	102100099996
5860	102	中国工商银行股份有限公司汕头分行业务处理中心	102586002487	102100099996
5860	102	中国工商银行股份有限公司汕头澄海支行	102586002606	102100099996
5860	102	中国工商银行股份有限公司汕头潮阳支行	102586002702	102100099996
5860	102	中国工商银行股份有限公司汕头潮阳棉城支行	102586002719	102100099996
5860	102	中国工商银行股份有限公司汕头潮阳和平支行	102586002735	102100099996
7310	102	中国工商银行昆明建设路支行	102731012289	102100099996
7310	102	中国工商银行昆明白云路支行	102731012310	102100099996
7310	102	中国工商银行昆明正义支行气象路分理处	102731012352	102100099996
7310	102	中国工商银行昆明阳光支行	102731012377	102100099996
7310	102	中国工商银行昆明金沙支行	102731012385	102100099996
7310	102	中国工商银行昆明金实支行	102731012408	102100099996
7310	102	中国工商银行昆明西市区支行花园分理处	102731012416	102100099996
7310	102	中国工商银行昆明金泉支行	102731012424	102100099996
7310	102	中国工商银行昆明呈贡斗南分理处	102731020922	102100099996
7310	102	中国工商银行昆明北教场支行	102731021005	102100099996
7310	102	中国工商银行昆明海口支行山冲分理处	102731021281	102100099996
7310	102	中国工商银行昆明石林支行石林分理处	102731021474	102100099996
7310	102	中国工商银行昆明宜良振兴街支行	102731021503	102100099996
7310	102	中国工商银行昆明宜良支行阳宗海分理处	102731021554	102100099996
6737	102	中国工商银行股份有限公司广安分行西溪分理处	102673700165	102100099996
6510	102	中国工商银行股份有限公司成都邛崃支行东街分理处	102651004867	102100099996
6510	102	中国工商银行股份有限公司成都彭州支行朝阳南路分理处	102651005056	102100099996
6510	102	中国工商银行股份有限公司都江堰支行东门分理处	102651005193	102100099996
6510	102	中国工商银行股份有限公司成都现代工业港支行	102651005388	102100099996
6510	102	中国工商银行股份有限公司成都珠江路支行	102651005423	102100099996
6510	102	中国工商银行股份有限公司郫县红光西华大学支行	102651005466	102100099996
6510	102	中国工商银行股份有限公司成都金牛支行长庆路分理处	102651005554	102100099996
6510	102	中国工商银行股份有限公司成都交大路支行	102651005562	102100099996
6510	102	中国工商银行股份有限公司成都金牛支行群星路分理处	102651005595	102100099996
6510	102	中国工商银行股份有限公司成都温江支行德通桥分理处	102651005634	102100099996
6510	102	中国工商银行股份有限公司成都滨江东路支行	102651006104	102100099996
6510	102	中国工商银行股份有限公司成都成飞大道支行	102651007020	102100099996
6510	102	中国工商银行股份有限公司成都培根路支行	102651007038	102100099996
6510	102	中国工商银行股份有限公司成都东风路支行	102651007046	102100099996
6510	102	中国工商银行股份有限公司成都春熙支行静康路分理处	102651007079	102100099996
6510	102	中国工商银行股份有限公司四川省成都市四川大学支行	102651007126	102100099996
6510	102	中国工商银行股份有限公司成都芷泉支行长寿路分理处	102651007134	102100099996
6510	102	中国工商银行股份有限公司成都春熙支行晨晖路分理处	102651007191	102100099996
6510	102	中国工商银行股份有限公司成都洪河大道支行	102651007206	102100099996
6510	102	中国工商银行股份有限公司成都春熙支行锦华路分理处	102651007222	102100099996
6510	102	中国工商银行股份有限公司成都锦东路支行	102651007239	102100099996
6510	102	中国工商银行股份有限公司成都草市支行光华村分理处	102651007425	102100099996
6510	102	中国工商银行股份有限公司成都桐梓林北街支行	102651008006	102100099996
6510	102	中国工商银行股份有限公司成都致顺路支行	102651008063	102100099996
6510	102	中国工商银行股份有限公司成都李家沱支行	102651008071	102100099996
6510	102	中国工商银行股份有限公司成都金牛支行蜀汉路分理处	102651008135	102100099996
6510	102	中国工商银行股份有限公司四川省成都彭州新城支行	102651008233	102100099996
6710	102	中国工商银行股份有限公司宜宾西区支行	102671001181	102100099996
6710	102	中国工商银行宜宾市分行业务处理中心	102671050116	102100099996
6710	102	中国工商银行股份有限公司宜宾酒都支行	102671050212	102100099996
6710	102	中国工商银行股份有限公司宜宾南岸支行	102671050518	102100099996
6710	102	中国工商银行股份有限公司宜宾长江路支行	102671050526	102100099996
6710	102	中国工商银行股份有限公司宜宾三江口支行	102671050542	102100099996
6710	102	中国工商银行股份有限公司宜宾莱茵支行	102671050583	102100099996
6710	102	中国工商银行股份有限公司宜宾江北支行	102671050614	102100099996
6710	102	中国工商银行股份有限公司宜宾安阜支行	102671050622	102100099996
6710	102	中国工商银行股份有限公司宜宾五粮液支行	102671050639	102100099996
6710	102	中国工商银行股份有限公司宜宾临港支行	102671050647	102100099996
6530	102	中国工商银行股份有限公司重庆高科技支行	102653000128	102100099996
7010	102	中国工商银行股份有限公司贵阳黑马分理处	102701005574	102100099996
7010	102	中国工商银行股份有限公司贵阳市政府广场支行	102701007053	102100099996
3450	102	中国工商银行股份有限公司台州三甲支行	102345001317	102100099996
3450	102	中国工商银行股份有限公司台州中山支行	102345001413	102100099996
3450	102	中国工商银行台州市路桥区支行	102345001510	102100099996
3930	102	中国工商银行股份有限公司厦门环城支行	102393000825	102100099996
3930	102	中国工商银行股份有限公司厦门自贸试验区航运支行	102393000841	102100099996
3930	102	中国工商银行股份有限公司厦门新阳支行	102393000850	102100099996
3930	102	中国工商银行厦门银行卡营业中心	102393000868	102100099996
3930	102	中国工商银行股份有限公司厦门观音山支行	102393000876	102100099996
3040	102	中国工商银行股份有限公司常州晋陵支行	102304004805	102100099996
